18637d,T,0
4a32b3,T,1
70daf8,T,0
1723a6,T,1
8c9b02,T,0
b06dbe,T,1
d50dcc,N,0
72396d,N,1
6dd53f,N,0
59abce,T,1
5841b9,N,0
f9621c,N,1
e35b6b,T,0
bc8304,T,1
29cf58,N,0
aceddc,T,1
462757,T,0
4c26c8,N,1
e3e2d2,N,0
a1c08f,T,1
f7fbd6,N,0
854673,T,1
82f2ca,N,0
834841,N,1
3bffc4,N,0
020466,N,1
20710f,N,0
b20b5b,T,1
21ca5f,T,0
92139c,N,1
71826c,N,0
d1f3c4,N,1
de6c31,T,0
1eebcf,T,1
4b951b,T,0
3283a9,N,1
f3b249,N,0
f87e7f,T,1
5c8b06,N,0
670b98,T,1
9e507f,T,0
01fc2c,N,1
9902fc,N,0
a3a20a,N,1
9f1db1,T,0
bb12e2,T,1
0012c4,T,0
861b33,T,1
4ef369,N,0
9ae3b7,T,1
5dfdd7,T,0
b5cee2,T,1
4612f2,T,0
cd752f,T,1
1f105f,N,0
ecab6e,N,1
31f710,T,0
eb28f0,T,1
a6d8bb,T,0
aeb502,T,1
7681f6,T,0
ce1434,N,1
b76cf9,N,0
b208ef,N,1
b77bf5,N,0
59b8b8,T,1
c44496,T,0
057524,T,1
1d16a2,N,0
2fa930,T,1
57c265,N,0
c46163,N,1
f20925,N,0
2de0a8,N,1
6611a0,T,0
95474a,N,1
8f2a38,N,0
be4332,T,1
b46bcd,T,0
802649,N,1
15c1cf,T,0
29de84,T,1
cb6857,T,0
d75e4a,T,1
1abea4,N,0
bd825e,N,1
1b9d92,N,0
9db720,T,1
876bf1,T,0
4c1cd8,N,1
a770e2,T,0
46941b,N,1
fe53f2,N,0
60accb,N,1
b0c9da,N,0
33594c,N,1
4bf4b8,T,0
55ae20,N,1
c5d850,N,0
1a4189,N,1
87c871,N,0
f631a7,N,1
ee3132,N,0
10ac32,N,1
48cb0e,N,0
1598a2,N,1
7d023a,N,0
880aa8,T,1
14946c,N,0
225994,T,1
192c01,T,0
7f3cba,N,1
c07e05,T,0
1e1473,T,1
88be73,T,0
9cde9e,N,1
6285e2,N,0
d5d980,N,1
9bc8e9,N,0
b83610,N,1
8a8fc3,N,0
024e81,N,1
f85dc8,N,0
40362d,N,1
673f16,N,0
f11d0f,T,1
31e037,T,0
f1ef7c,T,1
97e0fa,T,0
abdbc0,T,1
62e3e8,T,0
e7b0bc,N,1
275f11,N,0
12db3d,N,1
f36ee3,N,0
5db992,N,1
298005,N,0
79ba5c,N,1
498957,N,0
d70169,T,1
8f7b97,T,0
0be322,N,1
afad26,T,0
e39d64,T,1
38a2a5,T,0
12e10e,N,1
86c8b3,T,0
7a4b89,N,1
d2e5aa,N,0
212b53,N,1
5cedf4,N,0
88fa89,T,1
1abd87,T,0
fc13e0,T,1
5f26cc,T,0
6b1de5,N,1
d698df,T,0
4a1a8d,T,1
8d794b,T,0
340dad,T,1
f0c8bc,T,0
38abe5,T,1
72448a,T,0
56b9a8,T,1
09d7bf,T,0
0c825b,N,1
c56336,N,0
b73aab,N,1
2e3ebb,N,0
c2a471,N,1
0a7b1e,N,0
bbf4b2,N,1
b1ebb8,N,0
52679b,T,1
618072,N,0
1dce7f,N,1
115694,N,0
9ce2e2,N,1
82f4ae,N,0
a70f1d,N,1
eb9bb8,N,0
91caad,N,1
5c0c91,T,0
66ee83,N,1
e6a89b,N,0
2b37b4,N,1
a2d4a8,N,0
e6f633,T,1
7e23c4,N,0
b16e52,T,1
04d9cc,N,0
a5c460,N,1
acc442,N,0
d2fcc9,N,1
2f0c1e,N,0
52923f,N,1
aafe86,N,0
2c5174,N,1
a2d3d6,T,0
1c80e0,N,1
2b99f8,N,0
5a9805,N,1
bf8b13,N,0
616955,N,1
28f80a,N,0
140269,N,1
2441e8,T,0
d933a4,N,1
6d52b5,N,0
7fd953,N,1
af3724,N,0
784848,N,1
7743bf,T,0
edcacb,T,1
2ba794,N,0
032b5d,T,1
b2f99c,N,0
da95b4,N,1
70511e,T,0
885621,N,1
87bc29,N,0
c4f05e,T,1
c2fcc1,N,0
44c29a,N,1
1788e7,N,0
7130d0,N,1
52cee9,T,0
5b7ac6,N,1
596622,T,0
83b102,T,1
b915bd,N,0
0c4705,N,1
a9ebba,N,0
47089b,T,1
57c7b9,T,0
3192a6,N,1
8bfeb0,N,0
baac27,N,1
1aaf04,N,0
a95b46,N,1
408b31,T,0
f4b61c,T,1
873dca,T,0
2cf846,T,1
d955a8,N,0
029d00,T,1
acb14b,N,0
9c8759,N,1
19a794,T,0
e7545a,T,1
e22c8b,N,0
101224,N,1
a02f80,T,0
09fe72,N,1
6e3bc9,N,0
f74424,N,1
8caa60,N,0
3352db,N,1
dca152,N,0
183db2,T,1
c6449f,T,0
6c8473,T,1
f7213a,T,0
0685c0,T,1
14c933,N,0
9c64bb,N,1
1346cd,N,0
f8d76b,N,1
7197a4,N,0
c1320f,N,1
95089c,N,0
cd1e91,N,1
9237d4,T,0
d60e7b,T,1
99298f,T,0
871a55,T,1
21f050,T,0
0e4fa9,N,1
3eed29,N,0
06bb62,T,1
a102cd,N,0
0a7011,N,1
271a10,N,0
649ea5,T,1
e7c70a,N,0
9ff8e5,N,1
d6b5ad,T,0
e76555,N,1
21ed25,T,0
c74fe0,N,1
78e4ea,T,0
46b9de,T,1
da1dde,N,0
14d1a1,T,1
f899c1,N,0
208a83,N,1
9c466c,N,0
a5d364,N,1
c3e77e,N,0
02a4d4,N,1
486cf7,N,0
42fed8,T,1
2d29d3,N,0
98558c,N,1
446144,N,0
4a8444,N,1
05338d,N,0
869409,N,1
26b8cd,T,0
7f6afa,T,1
20535f,T,0
b0a34b,T,1
17dc45,T,0
36119e,T,1
ba1ab3,T,0
be33bc,T,1
6756b1,T,0
021971,T,1
517d12,T,0
c18205,T,1
2c0e84,T,0
2c3fb9,T,1
1ac6fd,T,0
0621c9,T,1
48a416,T,0
3a1e3a,T,1
e6b23f,T,0
4ea2ea,T,1
416666,T,0
1af81f,T,1
1522d6,T,0
c34eac,T,1
43bc7a,T,0
e01f97,T,1
38c546,T,0
846ad3,T,1
32ba5f,T,0
320cd5,T,1
f0cae8,T,0
d05087,T,1
16a561,T,0
c936fa,T,1
103fae,T,0
77676d,T,1
7b13ea,T,0
809739,T,1
754d25,T,0
c34afa,T,1
314453,T,0
da95df,T,1
b8f9e2,T,0
be9009,T,1
d62e11,T,0
adfa0d,T,1
0921ec,T,0
939ed5,T,1
b338ea,T,0
e96a16,T,1
df1276,T,0
4ff997,T,1
bc0966,T,0
b8f6a6,T,1
611b63,T,0
4e8a3f,T,1
b2aecb,T,0
ba7f7e,T,1
d3b394,T,0
522bee,T,1
101edf,T,0
66ac12,T,1
d7ad6f,T,0
7f7bac,T,1
e1aca8,T,0
114f54,T,1
eda0ad,T,0
1fd568,T,1
4573ee,T,0
fc41e0,T,1
cb86d3,T,0
d647d1,T,1
55939e,T,0
405a4f,T,1
6ef82d,T,0
3b6ee4,T,1
4cafb2,T,0
8a3d3c,T,1
686211,T,0
74bf2d,T,1
2da303,T,0
197d3e,T,1
7ef885,T,0
f78ec4,T,1
74ab8b,T,0
0ee2aa,T,1
c89306,T,0
24ee7a,T,1
dc7b50,T,0
254ad3,T,1
b35019,T,0
cb8f5c,T,1
3a7f45,T,0
23431f,T,1
954caa,T,0
8ac6b2,T,1
84ad7a,T,0
b9a534,T,1
1b8b7e,N,0
a4cd49,N,1
8132c9,N,0
5ceca4,N,1
a71689,N,0
c69b8c,N,1
b53741,T,0
4d1901,T,1
4afd7c,T,0
8918d2,T,1
49b2b9,N,0
d7c3e8,N,1
5ba152,N,0
ad72c4,N,1
a97e72,T,0
ef484a,T,1
8b1826,T,0
f89597,T,1
9e15c6,N,0
a58cdd,T,1
15051a,T,0
d02d03,N,1
4fb28d,N,0
42d501,N,1
fe47f4,T,0
1b1337,N,1
8a6e9d,N,0
d28ee7,T,1
4e9b82,N,0
a10af4,N,1
02b4b7,T,0
2fc8f7,N,1
2f8b3b,N,0
27ee50,T,1
4b1d09,T,0
9cd676,T,1
cc4913,N,0
3d3839,T,1
515814,N,0
d4aea7,N,1
68f309,N,0
5c8075,T,1
0c794c,T,0
b9641a,T,1
cbc4e7,T,0
1e0e89,T,1
6f158b,T,0
9f6164,T,1
4a2293,N,0
583fa8,T,1
d5bd55,T,0
426e8d,T,1
7c1a8a,N,0
96b11d,T,1
de180b,T,0
aa5a40,N,1
e2feb5,T,0
4bdb66,N,1
2192bd,N,0
8e7453,N,1
1810c8,N,0
572df0,N,1
e41a9c,T,0
795b6d,N,1
b2d88c,N,0
32a1d9,N,1
3de4f0,N,0
e45fb5,N,1
5e9553,N,0
2426f2,N,1
0d71ed,N,0
45e12a,N,1
e4a1e8,N,0
2a780b,T,1
38b1ed,N,0
3c4a07,T,1
909b4e,T,0
3e9c54,N,1
81c53f,T,0
8258cd,T,1
cc74aa,T,0
b87a2f,N,1
3d7be8,N,0
875b4f,N,1
9b8fd7,N,0
38cdd4,N,1
8d78ae,N,0
0e7eac,N,1
1d1c16,N,0
c20123,N,1
99c803,N,0
6e6509,T,1
6f4c4e,T,0
ca2148,T,1
e30008,T,0
c15a54,T,1
4cbf9c,T,0
0bf0dc,N,1
c36425,N,0
977732,N,1
865595,N,0
486798,N,1
d6f172,N,0
ed1d07,N,1
ae05d9,N,0
711b37,T,1
4d4b30,T,0
b76b24,N,1
fcbc8e,T,0
bfec55,T,1
40c4a7,T,0
3253a9,T,1
da408b,T,0
448835,N,1
6360e5,N,0
e48d6e,N,1
37f155,N,0
cfe03b,T,1
f7bbca,T,0
6ebd3d,T,1
24fca6,T,0
cd785c,N,1
f8880f,T,0
115b83,T,1
2bd6e2,T,0
6afbce,T,1
dd5bdf,T,0
7920b6,T,1
d7d0c1,T,0
06be7d,T,1
62c476,T,0
7a7764,N,1
c16de7,N,0
75c652,N,1
a7f827,N,0
2abb76,N,1
e2057a,N,0
4422dc,N,1
17bf61,N,0
e4ba14,T,1
309ba2,N,0
9f9855,N,1
b686a2,N,0
1e6a50,N,1
c564ae,N,0
8713e4,N,1
e332de,N,0
7dbadf,N,1
662fcc,T,0
a50693,N,1
a8e95e,N,0
bc3e4e,N,1
60b9c9,N,0
e13ee9,T,1
fc1b39,N,0
5f6546,T,1
59a5d0,N,0
a20d34,N,1
2634c4,N,0
b64831,N,1
18cf0d,N,0
ec97e0,N,1
34a58d,N,0
21411f,N,1
464f43,T,0
5ae5b2,N,1
566434,N,0
54f13b,N,1
281cf0,N,0
02bc52,N,1
207598,N,0
14337f,N,1
03a0bc,T,0
bfd694,N,1
bdfef4,N,0
a55529,N,1
feb74d,N,0
818038,N,1
3a56f9,T,0
c6862e,N,1
7f570d,N,0
c729f5,T,1
f8c166,N,0
86665c,T,1
78e021,N,0
3bbeaa,T,1
c58e45,N,0
dcd52e,N,1
cba3a5,N,0
a5e4e1,N,1
e720c5,T,0
2c50cd,T,1
2bed23,N,0
af76c6,N,1
dafbc2,N,0
85611c,N,1
91de03,N,0
bba174,T,1
dc6593,N,0
51910a,N,1
01daa1,N,0
716220,T,1
d088f6,N,0
6368de,N,1
2cd670,T,0
e71a0b,N,1
74424d,T,0
d88503,N,1
0ec3c4,N,0
4e7d98,N,1
da469e,N,0
a95c1c,T,1
8aac94,T,0
dfb88f,N,1
be0778,N,0
324579,T,1
612015,T,0
57b77c,N,1
c90dea,N,0
c4b5b9,N,1
d9ec74,N,0
2c2459,N,1
5c837c,T,0
414048,T,1
4ea43b,N,0
ffa98f,T,1
91a4b0,N,0
2bad30,T,1
a274a8,T,0
f703ef,N,1
eda159,N,0
c89664,N,1
cf93f7,N,0
2c26c9,N,1
40988b,T,0
a794f8,T,1
5fa04d,N,0
bf06cf,T,1
8cb555,T,0
9f8c96,N,1
5a9054,T,0
7677e8,N,1
fe590b,N,0
0b6fde,N,1
cc5ec7,N,0
c6ada7,N,1
6f933d,T,0
b97736,T,1
d71ff4,N,0
8c6413,N,1
249069,N,0
16f5ac,N,1
e325e3,T,0
b8e22d,N,1
1265a2,N,0
5fc14b,T,1
80b05a,N,0
9dd3db,N,1
0d288c,T,0
e4e81c,N,1
5ca6ab,N,0
5689cc,T,1
9ee6f5,N,0
d11b66,N,1
2af134,T,0
ce209f,N,1
ef9536,N,0
a9ba91,N,1
899417,N,0
cf377a,N,1
aaa8ad,T,0
519c19,T,1
8485ab,N,0
398c8b,N,1
0fb6a1,T,0
240b4b,N,1
11c2f2,N,0
494e75,N,1
384512,N,0
7ff246,N,1
f9832a,N,0
e8277a,T,1
7e1972,N,0
61cd0c,N,1
406054,N,0
ff263a,N,1
f5921c,N,0
1afc08,T,1
d45a13,N,0
e88957,T,1
bc99a6,N,0
1b106a,N,1
9e8c38,T,0
d66a47,N,1
73e844,N,0
6af4ac,N,1
d917d2,N,0
84e337,N,1
7cd689,T,0
e0b576,N,1
27192f,T,0
8e6c72,T,1
d8f546,N,0
6107d4,N,1
ee36b8,N,0
59f3e7,N,1
3b548c,N,0
a8ae93,N,1
6066c4,N,0
549e50,N,1
1af579,N,0
864adc,N,1
8759e6,T,0
da5c5a,T,1
4efa92,T,0
8f9175,T,1
81f8c4,T,0
2a6b06,N,1
2b6cbf,T,0
aedf6f,T,1
4ba458,N,0
fd1d0f,N,1
0af05e,N,0
f70363,T,1
395802,N,0
3937de,N,1
97b077,T,0
c82025,N,1
d8a7d9,N,0
09778f,T,1
aafa89,N,0
adbee6,N,1
1668b4,T,0
cfbc78,T,1
ee0933,T,0
7bc00e,N,1
bf76d5,T,0
01caca,T,1
3586f1,T,0
21951f,T,1
60f1b3,T,0
2ef4b1,T,1
27f57d,N,0
f9e157,T,1
1a7339,T,0
99c82c,T,1
681bad,N,0
ed141b,T,1
22ee90,T,0
efe617,N,1
ba1dab,N,0
fffd31,T,1
1a1971,N,0
f5c818,T,1
922626,N,0
84cae0,N,1
030a42,T,0
7dfb11,N,1
af28bb,N,0
dc9fbc,T,1
e242d2,N,0
5bf5bd,T,1
1d62cf,N,0
d55b74,N,1
62d0c3,T,0
384e10,T,1
997d24,T,0
47335f,N,1
c9b676,N,0
147ffc,N,1
611662,N,0
8db7d0,N,1
afc7df,T,0
9baef4,N,1
49abd4,N,0
7cd6ae,N,1
ccac17,N,0
137cd8,N,1
f45592,N,0
749f82,N,1
dca42e,N,0
85a1ca,N,1
a428d8,N,0
6d6036,T,1
9628fb,N,0
333d53,T,1
8ddd3f,T,0
cf1467,N,1
b62b0a,T,0
99969b,T,1
ab6726,T,0
8eeff1,N,1
1f107b,N,0
57edca,N,1
1ad60a,N,0
00d08c,N,1
fe74be,N,0
0a022f,N,1
0ad53d,N,0
19ca44,N,1
d5a403,N,0
61f2f1,T,1
4e279d,T,0
b61b88,T,1
33000c,T,0
487f59,T,1
b3a855,T,0
8d0197,N,1
65ff87,N,0
b1970b,N,1
6bc7cc,N,0
63bbd3,N,1
85092b,N,0
fe615d,N,1
1f59d5,N,0
9e087e,T,1
00646e,T,0
004c09,N,1
68391e,T,0
631351,T,1
0c615f,T,0
f3a6cc,T,1
4100a3,T,0
065401,N,1
bce369,N,0
0fe113,N,1
2f01a3,N,0
0057c1,T,1
3d3f19,T,0
491a23,T,1
dda47b,T,0
066b1f,N,1
530271,T,0
478250,T,1
2be6ec,T,0
b8afad,T,1
5a2bf5,T,0
741573,T,1
f768b3,T,0
f6cf16,T,1
7717ed,T,0
76e5b4,N,1
6b634b,N,0
ac893d,N,1
874d2d,N,0
420466,N,1
552264,N,0
18d906,N,1
c9df09,N,0
bbf0aa,T,1
a82419,N,0
434311,N,1
d12060,N,0
c64aed,N,1
33efb7,N,0
d0c79e,N,1
60b8a2,N,0
05b7d7,N,1
60ebbd,T,0
7475d1,N,1
20ca10,N,0
20cb0d,N,1
f29aff,N,0
36043e,T,1
37ce26,N,0
562862,T,1
c96891,N,0
baffea,N,1
6e5317,N,0
d55a9e,N,1
d37fa0,N,0
877939,N,1
48769a,N,0
fb9021,N,1
8e74ef,N,0
3671d6,N,1
553ee3,N,0
7325d7,N,1
f5f175,T,0
ba124e,N,1
df3933,N,0
717c46,N,1
7fb83f,N,0
413d6f,N,1
c70829,T,0
3ee581,T,1
84d461,T,0
582524,T,1
b85b1a,T,0
2d8899,N,1
00b1ae,T,0
134f91,N,1
85e8a5,T,0
ff0e05,N,1
cf231a,T,0
72fe43,N,1
fb9687,T,0
88822e,N,1
2f3c60,N,0
2497d1,T,1
e2a6bf,N,0
340cf1,N,1
eb92e1,T,0
30f7c4,N,1
827149,N,0
228209,N,1
e05ea0,T,0
a06c0d,T,1
6b4a12,N,0
9a47da,T,1
a7eb6e,N,0
e832aa,T,1
d20e1a,N,0
de79e2,T,1
4a8753,N,0
1659bc,T,1
7d33f5,N,0
895f66,T,1
181e1e,N,0
b69242,N,1
b981c0,T,0
90f687,N,1
48f3c8,N,0
614f7a,T,1
6611e0,N,0
68b108,N,1
63e15b,N,0
381218,T,1
c2c1e2,T,0
91822e,N,1
a9eb97,T,0
23e9da,N,1
a8cb28,T,0
7aaebd,N,1
be7643,T,0
44aca2,N,1
205775,T,0
910a6e,N,1
bf7a8d,T,0
01d201,N,1
c5fb0d,N,0
5a08cd,T,1
0e7baf,N,0
038d75,N,1
71bff1,T,0
8741d8,N,1
9cc1ed,N,0
20183c,N,1
153562,T,0
3e24cc,T,1
e40777,T,0
c4f078,T,1
3ed228,N,0
cf2883,T,1
4c7cb5,N,0
f28fbc,T,1
c481cc,N,0
0bf7ec,T,1
9d6720,N,0
c05866,T,1
65093e,N,0
c82845,T,1
e37c3f,T,0
893c0a,N,1
64df53,N,0
6b0edb,N,1
deec8c,N,0
40be38,T,1
a27527,N,0
87df7c,T,1
faf6a2,N,0
d3d363,T,1
6a54af,N,0
73aadc,N,1
8b3123,T,0
2e02be,N,1
dfb242,T,0
5b7467,N,1
6a67df,T,0
e003bc,T,1
5b4b0f,N,0
4b74dc,N,1
be8f6d,N,0
d92e63,T,1
f5c058,N,0
8ffed4,N,1
6be80e,N,0
802730,T,1
b1410d,T,0
ea3944,T,1
66ddf8,N,0
6968ed,T,1
b486bc,T,0
781a2b,T,1
44e466,T,0
f85902,N,1
6fa82d,N,0
fc3668,N,1
3c512e,N,0
4e08be,N,1
6fdb32,N,0
cfdefd,N,1
d87d40,N,0
df8ddf,N,1
5f1e1d,N,0
6dee54,T,1
b79c2b,T,0
48ad66,T,1
d2868e,T,0
2e5015,T,1
7059e0,T,0
e9261e,N,1
be17c5,N,0
c312f6,N,1
e7d77b,N,0
31dd98,N,1
880eeb,N,0
fc3e06,N,1
a2431c,N,0
18e9cc,T,1
f933d0,T,0
f19bdd,T,1
daac9e,T,0
11f1f7,N,1
f0d8b3,N,0
0a8dca,T,1
ee7fa6,N,0
a59b0b,N,1
d205f1,N,0
7ac16f,T,1
8559f5,N,0
7e4c8f,T,1
041ce6,T,0
6eedca,N,1
c70465,T,0
fc546e,T,1
9d1f01,T,0
57e8f5,T,1
0137f8,T,0
1d59e0,T,1
ad7d5c,T,0
7a1d79,T,1
bc9844,T,0
24bfdb,T,1
096660,T,0
245f1c,N,1
9b48c1,T,0
64f06b,T,1
a822a9,T,0
c5ec6c,T,1
d8988f,T,0
a13297,N,1
f233ef,T,0
5ce200,T,1
88f9c6,T,0
e2f2df,N,1
f39c90,T,0
6b2e64,N,1
a1808f,T,0
e99fd6,N,1
41a040,T,0
97789f,T,1
7a8b1a,T,0
3281e6,N,1
398cf7,T,0
b23a58,N,1
f8db0a,T,0
8d2346,T,1
3c2e14,T,0
75a0cb,N,1
76ca76,T,0
ad8619,N,1
ed0773,T,0
0724ea,T,1
779139,T,0
f3adb6,N,1
e4f3a6,N,0
4c38bf,T,1
d5db0d,N,0
4ee296,T,1
8d1da4,T,0
ee250c,N,1
d187ee,T,0
960332,T,1
50f598,T,0
e34929,N,1
b0f557,T,0
7d8cdd,T,1
47bc51,T,0
5e9c25,N,1
750042,T,0
5a1a6c,T,1
f4b4f3,T,0
787172,N,1
8a82bf,T,0
cf4ba2,T,1
437c57,T,0
571b33,N,1
26909c,T,0
bcd008,T,1
8bf4b9,T,0
cd34f0,T,1
5eb36e,T,0
f1602d,N,1
54bbe1,T,0
7a2c49,T,1
6922c4,T,0
070930,T,1
02ccc9,T,0
a01bdb,N,1
bb40b1,N,0
d31511,T,1
1110fb,N,0
7eadfd,N,1
d9feb7,T,0
527c83,N,1
a21b89,T,0
da97ff,N,1
1eb732,T,0
f4e2a2,N,1
8e4e50,N,0
778404,T,1
cfac41,N,0
08805d,T,1
dd24de,N,0
01d796,T,1
67ad41,T,0
4a9fd8,T,1
cf7adc,T,0
a2644f,T,1
fe326d,N,0
dab181,T,1
b2c580,T,0
277587,T,1
e8f183,T,0
14d8c8,T,1
8b8ac6,T,0
1ae471,T,1
e23e71,T,0
799201,T,1
d6774e,N,0
a86ccf,T,1
0321c0,T,0
497b91,T,1
230d4a,T,0
175941,T,1
aec436,T,0
1b04ce,T,1
1e5470,T,0
27a6bc,T,1
67b40b,T,0
d0cc88,T,1
aa626c,N,0
9c14ec,T,1
00c22f,T,0
c7025b,T,1
d27534,T,0
a3a5cf,N,1
cfe458,N,0
64c114,T,1
b8d431,T,0
9398e9,T,1
4deb6a,T,0
fb9366,T,1
c5f743,N,0
89ddd2,T,1
0a1169,T,0
1f6324,T,1
e2f6e0,N,0
123356,N,1
e44d07,N,0
58bb52,T,1
cc46ea,N,0
daaf08,N,1
126ce6,T,0
7801c7,T,1
8f8926,T,0
78bc75,N,1
5caf1c,T,0
c4afab,T,1
a4b049,T,0
5e6d2c,N,1
d17f1c,N,0
3616ba,N,1
98c8ef,T,0
aa1466,N,1
73b35c,N,0
3d6509,T,1
8ae599,T,0
bac6a7,T,1
04175c,N,0
f5edb4,T,1
86dba8,T,0
bed3e4,T,1
4cc8d3,T,0
d37b62,T,1
6635ef,N,0
58e809,N,1
ec0ba5,N,0
68e31e,N,1
6559b9,T,0
dce924,T,1
0f48cf,T,0
cb8f12,N,1
f15a05,T,0
9af04a,T,1
